"Numeral" "ID" "PRESTADOR" "NIT" "EXPEDIENTES" "COD_DANE" "DPTO" "Municipio de Correspondencia" "SERVICIOS" "REPRESENTANTE LEGAL" "DIRECCION" "CORREO ELECTRONICO" "TELEFONO 1" "TELEFONO 2" "CELULAR" "CLASIFICACION" "AREA DE PRESTACION" "TIPO PRESTADOR" "ORDEN" "NATURALEZA JURIDICA" "CLASE" "FECHA DE INICIO DE ACTIVIDADES" "ACUEDUCTO CAPTACION" "ACUEDUCTO ADUCCION" "ACUEDUCTO TRATAMIENTO" "ACUEDUCTO ALMACENAMIENTO" "ACUEDUCTO CONDUCCION" "ACUEDUCTO DISTRIBUCION" "ACUEDUCTO COMERCIALIZACION" "ALCANTARILLADO RECOLECCION" "ALCANTARILLADO CONDUCCION DE RESIDUOS LIQUIDOS" "ALCANTARILLADO TRATAMIENTO" "ALCANTARILLADO DISPOSICION FINAL" "ALCANTARILLADO COMERCIALIZACION" "ASEO RECOLECCION Y TRANSPORTE" "ASEO BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "ASEO LAVADO DE AREAS PUBLICAS" "ASEO CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "ASEO APROVECHAMIENTO" "ASEO DISPOSICION FINAL" "ASEO LIMPIEZA DE PLAYAS" "ASEO TRANSFERENCIA" "ULTIMO TRAMITE RUPS" "MOTIVO" "ESTADO" "EN VIGILANCIA" "OBSERVACIONES" "Municipios Prestacion"
"1612" 23508 "ADMINISTRACION PUBLICA COOPERATIVA EMPRESA SOLIDARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SAN MIGUEL DE SEMA" 9003560391 "2019460351701681E" 15676 "BOYACA" "SAN MIGUEL DE SEMA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "HERNANDEZ SANCHEZ WILSON EDUARDO" "Calle 7 No 6-42" "sanmigueldesemaesp@hotmail.com" "7347002" 7347001 3115148687 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "COOPERATIVA" "PRIVADA" "40391" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "DISPOSICION FINAL" "0" "0" "43150" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "SAN MIGUEL DE SEMA"
"1613" 23509 "EMPRESAS PUBLICAS DE TELLO S.A.S. E.S.P" 9003351531 "2019460351701682E" 41799 "HUILA" "TELLO" "ACUEDUCTO,ALCANTARILLADO,ASEO" "WALTER ADRIAN PALMINO POLO" "Calle 5 No 7 - 25" "eptsasesp@hotmail.com" "8488125" 8488125 3142882783 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "40360" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "DISPOSICION FINAL" "0" "0" "43628" "Actualizacion" "CERTIFICADA" "SI" NA "TELLO"
"1614" 23513 "CORPORACION DE ACUEDUCTOS COMUNITARIOS DE GUAPOTA - CORAGUAS" 9003640806 "2019460351701683E" 68322 "SANTANDER" "GUAPOTA" "ACUEDUCTO" "JOSE DOMINGO RODRIGUEZ GARAY" "Carrera 2 No 4-48" "jdrodriguezgaray@gmail.com" "7296222" 7235976 3117334871 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "CORPORACION" "PRIVADA" "40544" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43496" "Actualizacion" "CERTIFICADA" "SI" NA "GUAPOTA"
"1615" 23515 "EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TURMEQUE" 9001943943 "2019460351701684E" 15835 "BOYACA" "TURMEQUE" "ALCANTARILLADO,ASEO" "MUNOZ ROMERO YURY VIVIANA" "Calle 1 No 2-01" "serviemturmeque@hotmail.com" "7326380" 7326380 3118115758 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "0" "SOCIEDAD ANONIMA" "MIXTA" "40391" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43652" "Actualizacion" "CERTIFICADA" "SI" NA "TURMEQUE"
"1616" 23518 "EMPRESA DE SERVICIOS PUBLICOS DE CRAVO NORTE JAGUEY S.A E.S.P" 9003043510 "2019460351701685E" 81220 "ARAUCA" "CRAVO NORTE" "ACUEDUCTO,ALCANTARILLADO,ASEO" "DIAZ VEGA YONNI ALCIDES" "Calle 2 No 3-37" "aguey_esp2009@hotmail.com" "8889191" 8889191 0 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "MIXTA" "40179" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "DISPOSICION FINAL" "0" "0" "42971" "Actualizacion" "APROBADA" "SI" NA "CRAVO NORTE"
"1617" 23519 "ADMINISTRACION PÙBLICA COOPERATIVA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE SOTARA" 9003588996 "2019460351701686E" 19760 "CAUCA" "SOTARA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "DIEGO MARINO SALAZAR MESA" "CAM MUNICIPAL" "apcsotara@hotmail.com" "8489016" 8489016 3113241708 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "COOPERATIVA" "MIXTA" "40360" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "APROVECHAMIENTO" "DISPOSICION FINAL" "0" "0" "43630" "Actualizacion" "CERTIFICADA" "SI" NA "SOTARA"
"1618" 23520 "ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DEL BARRIO MARIANA GIRALDO" 8160019055 "2019460351701687E" 66170 "RISARALDA" "DOSQUEBRADAS" "ACUEDUCTO" "PONCE BARAHONA CARLOS ALBERTO" "Calle 72 No 16 - 92" "poncebm@hotmail.com" "3289975" 3433973 3218518781 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 2" "ASOCIACION DE USUARIOS" "PRIVADA" "35568" "CAPTACION" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43630" "Actualizacion" "CERTIFICADA" "SI" NA "DOSQUEBRADAS"
"1619" 23522 "EMPRESA DE SERVICIOS PUBLICOS DEL VALLE DE SAN JOSE S.A E.S.P" 9003785641 "2019460351701688E" 68855 "SANTANDER" "VALLE DE SAN JOSE" "ACUEDUCTO,ALCANTARILLADO,ASEO" "ARIAS MEDINA NELSON FERNANDO" "Calle 5 No 6-29" "esvallesaesp@yahoo.es" "7268710" 7268710 0 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "01 / sep / 2010" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "DISPOSICION FINAL" "0" "0" "43636" "Actualizacion" "CERTIFICADA" "SI" NA "VALLE DE SAN JOSE"
"1620" 23523 "ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO GAITAN LA PLAYA" 9000375654 "2019460351701689E" 66170 "RISARALDA" "DOSQUEBRADAS" "ACUEDUCTO" "LOPEZ GARCIA LUIS EDUARDO" "Carrera 8 No 28 - 83" "aguas_gaitanlaplaya@hotmail.com" "3229837" 3229837 3117177316 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "38466" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40528" "Inscripción" "APROBADA" "SI" NA "DOSQUEBRADAS"
"1621" 23525 "ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO DE LAS VEREDAS SALITRE SIATOCA Y TIERRA NEGRA" 8200039478 "2019460351701690E" 15763 "BOYACA" "SOTAQUIRA" "ACUEDUCTO" "LOPEZ PIRAZAN RAFAEL" "ALCALDIA MUNICIPAL" "acueductosalitre2@gmail.com" "7873020" 7873020 3102825149 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "35461" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42283" "Actualizacion" "APROBADA" "SI" NA "SOTAQUIRA"
"1622" 23528 "EMPRESAS PUBLICAS DE CAÑASGORDAS S.A. E.S.P" 9003832430 "2019460351701691E" 5138 "ANTIOQUIA" "CANASGORDAS" "ACUEDUCTO,ALCANTARILLADO,ASEO" "FERNEY EUGENIO RUIZ URREGO" "Calle 25 No. 29a-03" "serviciospublicos@canasgordas-antioquia.gov.co" "8564101" 8564135 3136529625 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "40452" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "APROVECHAMIENTO" "DISPOSICION FINAL" "0" "0" "43154" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "CANASGORDAS"
"1623" 23529 "GESTION ORGANICA GEO SAS" 8320056333 "2019460351701692E" 25286 "CUNDINAMARCA" "CHIA" "ASEO" "MARQUEZ TEJADA ALVARO JOSE" "avenida pradilla 900 este local 1108" "ajmarqueztejada@hotmail.com" "8621560" 8621567 3102233802 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "0" "SOCIEDAD ANONIMA" "PRIVADA" "40135" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION" "0" "0" "0" "APROVECHAMIENTO" "0" "TRATAMIENTO" "TRANSFERENCIA" "40753" "Actualizacion" "APROBADA" "SI" NA "FUNZA"
"1624" 23532 "ASOCIACION DE SERVICIOS PUBLICOS DE MONTEBONITO MARULANDA" 9003710299 "2019460351701693E" 17446 "CALDAS" "MARULANDA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "JESUS ANTONIO GIRALDO GUTIERREZ" "Carrera 4 No. 3 - 25 Parque Principal Montebonito" "YADY0204@HOTMAIL.COM" "3105976023" 3137299669 0 "MENOR O IGUAL A 2500 USUARIOS" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "40513" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "DISPOSICION FINAL" "0" "0" "43284" "Inscripción" "APROBADA" "SI" NA "MARULANDA"
"1625" 23556 "ASOCIACION DE USUARIOS DE SERVICIOS COLECTIVOS DE NARANJAL LA QUIEBRA Y LA FLORESTA" 8001946241 "2019460351701694E" 17174 "CALDAS" "CHINCHINA" "ACUEDUCTO" "CARDONA BOLANOS LUIS HECTOR" "Calle 15 No 9a-23" "luz.posada502@hotmail.com" "8505479" 8505479 3113249548 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "23 / sep / 1992" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43553" "Actualizacion" "APROBADA" "SI" NA "CHINCHINA"
"1626" 23563 "ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA AGUALINDA CHIGUAZA" 9000292631 "2019460351701695E" 11001 "D.C." "BOGOTA" "ACUEDUCTO" "BELTRAN MUNOZ JOSE ALEXANDER" "CARRERA 3 No 138 F SUR 10" "asoagualinda@hotmail.com" "7660038" 7660038 3197409237 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "39264" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42989" "Actualizacion" "APROBADA" "SI" NA "BOGOTA, D.C."
"1627" 23565 "JUNTA ADMINISTRADORA DEL ACUEDUCTO REGIONAL LA PITA DEL MUNICIPIO DE GARZON" 9000010239 "2019460351701696E" 41298 "HUILA" "GARZON" "ACUEDUCTO" "CADENA RAMIREZ JOSE RAMIRO" "VEREDA LA PITA" "alcaldia@garzon-huila.gov.co" "8332000" 8332000 3138323786 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "35548" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41194" "Inscripción" "APROBADA" "SI" NA "GARZON"
"1628" 23570 "ASOCIACION DE USUARIOS DE ACUEDUCTO DE LAS VEREDAS PEÑALIZA RAIZAL BETANIA Y EL CARMEN DE LA LOCALIDAD DE SUMAPAZ BOGOTA" 9003873673 "2019460351701697E" 11001 "D.C." "BOGOTA" "ACUEDUCTO" "HELIODORO TORRES RIVEROS" "CORREGIDURIA BETANIA" "asoperabeca2014@gmail.com" "7687196" 7687196 3208276346 "MENOR O IGUAL A 2500 USUARIOS" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "37026" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43644" "Actualizacion" "CERTIFICADA" "SI" NA "BOGOTA, D.C."
"1629" 23579 "JUNTA DE ACCION COMUNAL DE AURORA ALTA SECTOR LA CAPILLA" 9003769557 "2019460351701698E" 25377 "CUNDINAMARCA" "LA CALERA" "ACUEDUCTO" "GUERRERO OLAYA PABLO" "KILOMETRO 5 VIA AL GUAVIO CASA 118" "contactenos@lacalera-cundinamarca.gov.co" "5272707" 0 3208780034 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA DE ACCION COMUNAL" "PRIVADA" "09 / sep / 2003" "0" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41102" "Inscripción" "APROBADA" "SI" NA "LA CALERA"
"1630" 23587 "JUNTA ADMINISTRADORA ACUEDUCTO VEREDAL EL DESTINO USME" 8000855799 "2019460351701699E" 11001 "D.C." "BOGOTA" "ACUEDUCTO" "RIVEROS BELTRAN WILSON NORBERTO" "VEREDA EL DESTINO USME" "norbertoriveros@hotmail.com" "6392007" 6392007 3133525640 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "37623" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42969" "Actualizacion" "APROBADA" "SI" NA "BOGOTA, D.C."
"1631" 23589 "JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA EL VENADO" 9002349644 "2019460351701700E" 41001 "HUILA" "NEIVA" "ACUEDUCTO,ALCANTARILLADO" "SANCHEZ SANCHEZ FABIO NELSON" "Calle 100 No 10-107 VEREDA EL VENADO" "abrahambahamon@hotmail.com" "3125354" 3125354 3125354534 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "39665" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "43046" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "NEIVA"
"1632" 23605 "ASOCIACION DE USUARIOS DEL ACUEDUCTO DE PIEDRA PARADA" 8301054575 "2019460351701701E" 11001 "D.C." "BOGOTA" "ACUEDUCTO" "POLIDORO CASTIBLANCO VASQUEZ" "Diagonal 44 SUR No. 23-40 Bloque 22 Apartamento 343" "acueductopiedraparada@hotmail.com" "6392027" 6392051 3184967385 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "39450" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43199" "Actualizacion" "CERTIFICADA" "SI" NA "BOGOTA, D.C."
"1633" 23612 "JUNTA ADMINISTRADORA ACUEDUCTO REGIONAL AGUA BLANCA CLAROS GARZON" 8130044340 "2019460351701702E" 41298 "HUILA" "GARZON" "ACUEDUCTO" "ROJAS PATINO ALVARO" "CARRERA 12 No 7 - 09" "alvarorojas31@gmaill.com" "8332000" 8332000 3124797725 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "37653" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41194" "Inscripción" "APROBADA" "SI" NA "GARZON"
"1634" 23617 "ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO RURAL DEL LA VEREDA EL PEPINO Y LAS PLANADAS" 8460014347 "2019460351701703E" 86001 "PUTUMAYO" "MOCOA" "ACUEDUCTO" "MARCOS BENAVIDES QUIROZ" "PALACIO MUNICIPAL" "fcm@fcm.org.co" "5934027" 5934027 3202203871 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "36235" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41185" "Inscripción" "APROBADA" "SI" NA "MOCOA"
"1635" 23620 "JUNTA DE ACCION COMUNAL DE LA VEREDA LA QUINTA DEL MUNICIPIO DE SUPIA" 9003739071 "2019460351701704E" 17777 "CALDAS" "SUPIA" "ACUEDUCTO" "MONTOYA CLAVIJO MIRIAN NELSY" "VEREDA LA QUINTA" "contacto@supia-caldas.gov.co" "8560215" 8560215 3162355691 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA DE ACCION COMUNAL" "PRIVADA" "32261" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41219" "Inscripción" "APROBADA" "SI" NA "SUPIA"
"1636" 23623 "JUNTA ADMINISTRADORA DE ACUEDUCTO CABILDO INDIGENA INGA DE SAN ANDRES PUTUMAYO" 8140003480 "2019460351701705E" 86760 "PUTUMAYO" "SANTIAGO" "ACUEDUCTO" "MOJOMBOY TANDIOY CARLOS" "CABILDO INGA SAN ANDRES" "cabildoindigenaingadesanandres@hotmail.com" "3137486" 3137486 3137486262 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "40992" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41185" "Inscripción" "APROBADA" "SI" NA "SANTIAGO"
"1637" 23644 "LA JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA ALTO DE SAN JOAQUIN DEL MUNICIPIO DE SANTA MARIA DEPARTAMENTO DEL HUILA" 9004701553 "2019460351701706E" 41676 "HUILA" "SANTA MARIA" "ACUEDUCTO" "CABRERA ORDONEZ JORGE ENRIQUE" "VEREDA SAN JOAQUIN" "jahernan@superservicios.gov.co" "3213505" 3213505 3213505511 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "15 / sep / 2011" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40830" "Inscripción" "APROBADA" "SI" NA "SANTA MARIA"
"1638" 23649 "JUNTA ADMININSTRADORA DEL ACUEDUCTO DE LA VEREDA LAS ORQUIDEAS" 9004567776 "2019460351701707E" 41013 "HUILA" "AGRADO" "ACUEDUCTO" "SELCEDO VERGARA LUDID" "VEREDA LAS ORQUIDEAS" "saru1922@hotmail.com" "8322006" 8322006 3115872400 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "40717" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41194" "Inscripción" "APROBADA" "SI" NA "AGRADO"
"1639" 23669 "JUNTA ADMINISTRADORA DEL SERVICIO DEL ACUEDUCTO DE LAS VEREDAS ALTO SAN MIGUEL LA CUMBRE Y SANTA INES" 8130116441 "2019460351701708E" 41518 "HUILA" "PAICOL" "ACUEDUCTO" "CHAVARRO SILVA PEDRO ANTONIO" "CARRERA 5 No 3 - 13 BARRIO LAS PALMERAS" "contactenos@paicol-huila.gov.co" "8378031" 8378031 3112375151 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "37286" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41195" "Inscripción" "APROBADA" "SI" NA "PAICOL"
